x,y,PM10
2.51563,51.086025,18.3143749237061
2.54688,51.086025,17.6641330718994
2.35938,51.0704,20.4796562194824
2.45313,51.0704,18.0918235778809
2.48438,51.0704,17.2984790802002
2.51563,51.0704,17.1182727813721
2.54688,51.0704,16.9364261627197
2.57813,51.0704,16.855712890625
2.17188,51.054775,20.1303176879883
2.26563,51.054775,19.5415935516357
2.29688,51.054775,19.5206260681152
2.32813,51.054775,19.2655410766602
2.35938,51.054775,19.0124664306641
2.39063,51.054775,18.4659194946289
2.42188,51.054775,17.9106273651123
2.45313,51.054775,17.5107822418213
2.48438,51.054775,17.1097068786621
2.51563,51.054775,17.0596923828125
2.54688,51.054775,17.0088081359863
2.57813,51.054775,16.9389801025391
2.14063,51.03915,19.7034797668457
2.17188,51.03915,18.7705497741699
2.20313,51.03915,18.3582344055176
2.23438,51.03915,17.9519062042236
2.26563,51.03915,18.0116882324219
2.29688,51.03915,18.0774822235107
2.32813,51.03915,17.8174057006836
2.35938,51.03915,17.5681438446045
2.39063,51.03915,17.2760677337646
2.42188,51.03915,16.9683589935303
2.45313,51.03915,16.9452056884766
2.48438,51.03915,16.9277400970459
2.51563,51.03915,17.004264831543
2.54688,51.03915,17.0831871032715
2.57813,51.03915,17.0241641998291
2.10938,51.023525,18.777889251709
2.14063,51.023525,18.2096214294434
2.17188,51.023525,17.6463470458984
2.20313,51.023525,17.61061668396
2.23438,51.023525,17.5828819274902
2.26563,51.023525,17.508674621582
2.29688,51.023525,17.4443187713623
2.32813,51.023525,17.2974834442139
2.35938,51.023525,17.1586856842041
2.39063,51.023525,17.0037288665772
2.42188,51.023525,16.8263130187988
2.45313,51.023525,16.8254413604736
2.48438,51.023525,16.8401489257813
2.51563,51.023525,16.9440612792969
2.54688,51.023525,17.0551853179932
2.57813,51.023525,17.0137100219727
2.01563,51.0079,18.5603179931641
2.04688,51.0079,17.7012691497803
2.07813,51.0079,17.3064479827881
2.10938,51.0079,16.9192276000977
2.14063,51.0079,16.7146530151367
2.17188,51.0079,16.5178642272949
2.20313,51.0079,16.8599414825439
2.23438,51.0079,17.2116546630859
2.26563,51.0079,17.0031433105469
2.29688,51.0079,16.8110332489014
2.32813,51.0079,16.7863349914551
2.35938,51.0079,16.7737922668457
2.39063,51.0079,16.7388534545898
2.42188,51.0079,16.674617767334
2.45313,51.0079,16.7023410797119
2.48438,51.0079,16.7511920928955
2.51563,51.0079,16.882173538208
2.54688,51.0079,17.0235652923584
2.57813,51.0079,16.9953308105469
1.92188,50.992275,18.982702255249
1.95313,50.992275,18.6010971069336
1.98438,50.992275,18.2072582244873
2.01563,50.992275,17.7405891418457
2.04688,50.992275,17.2889022827148
2.07813,50.992275,17.0325660705566
2.10938,50.992275,16.7874393463135
2.14063,50.992275,16.6648292541504
2.17188,50.992275,16.5511245727539
2.20313,50.992275,16.7453289031982
2.23438,50.992275,16.9497051239014
2.26563,50.992275,16.8218097686768
2.29688,50.992275,16.7116546630859
2.32813,50.992275,16.7505321502686
2.35938,50.992275,16.82057762146
2.39063,50.992275,16.722972869873
2.42188,50.992275,16.6064376831055
2.45313,50.992275,16.6433696746826
2.48438,50.992275,16.7021465301514
2.51563,50.992275,16.8277606964111
2.54688,50.992275,16.9641952514648
2.57813,50.992275,16.9858989715576
2.60938,50.992275,17.0071716308594
1.82813,50.97665,19.7609481811523
1.85938,50.97665,18.2654151916504
1.89063,50.97665,17.9168472290039
1.92188,50.97665,17.3022289276123
1.95313,50.97665,17.1312294006348
1.98438,50.97665,16.9786014556885
2.01563,50.97665,16.9114246368408
2.04688,50.97665,16.8688278198242
2.07813,50.97665,16.7532081604004
2.10938,50.97665,16.651517868042
2.14063,50.97665,16.6109352111816
2.17188,50.97665,16.5804920196533
2.20313,50.97665,16.6259002685547
2.23438,50.97665,16.6813144683838
2.26563,50.97665,16.6303291320801
2.29688,50.97665,16.5943145751953
2.32813,50.97665,16.6742191314697
2.35938,50.97665,16.7508163452148
2.39063,50.97665,16.6451854705811
2.42188,50.97665,16.5109252929688
2.45313,50.97665,16.5693340301514
2.48438,50.97665,16.6443481445313
2.51563,50.97665,16.7682819366455
2.54688,50.97665,16.9016189575195
2.57813,50.97665,16.9762687683105
